rfMRI connectivity (ICA100 edge 526), Cluster_7, 0.021908
rfMRI connectivity (ICA100 edge 535), Cluster_7, 0.018984
rfMRI connectivity (ICA100 edge 609), Cluster_7, 0.019712
rfMRI connectivity (ICA100 edge 638), Cluster_7, 0.019716
rfMRI connectivity (ICA100 edge 660), Cluster_7, 0.021597
rfMRI connectivity (ICA100 edge 954), Cluster_7, 0.020081
rfMRI connectivity (ICA100 edge 976), Cluster_7, 0.021884
rfMRI connectivity (ICA100 edge 999), Cluster_7, 0.020576
rfMRI connectivity (ICA100 edge 1018), Cluster_7, 0.020222
rfMRI connectivity (ICA100 edge 1043), Cluster_7, 0.019884
rfMRI connectivity (ICA100 edge 1065), Cluster_7, 0.021349
rfMRI connectivity (ICA100 edge 1191), Cluster_7, 0.019741
rfMRI connectivity (ICA100 edge 1221), Cluster_7, 0.020492
rfMRI connectivity (ICA100 edge 1223), Cluster_7, 0.020568
rfMRI connectivity (ICA100 edge 1336), Cluster_7, 0.019573
rfMRI connectivity (ICA100 edge 1351), Cluster_7, 0.021009
rfMRI connectivity (ICA100 edge 1370), Cluster_7, 0.021266
rfMRI connectivity (ICA100 edge 1449), Cluster_7, 0.018797
rfMRI connectivity (ICA100 edge 1465), Cluster_7, 0.019141
IDP_dMRI_TBSS_L2_Inferior_cerebellar_peduncle_R, Cluster_8, 0.054649
IDP_dMRI_TBSS_L2_Inferior_cerebellar_peduncle_L, Cluster_8, 0.058783
IDP_dMRI_TBSS_OD_Corticospinal_tract_R, Cluster_8, 0.038837
IDP_dMRI_TBSS_OD_Corticospinal_tract_L, Cluster_8, 0.037739
IDP_dMRI_TBSS_OD_Inferior_cerebellar_peduncle_R, Cluster_8, 0.056895
IDP_dMRI_TBSS_OD_Inferior_cerebellar_peduncle_L, Cluster_8, 0.057334
rfMRI connectivity (ICA25 edge 81), Cluster_8, 0.025677
rfMRI connectivity (ICA25 edge 115), Cluster_8, 0.033373
rfMRI connectivity (ICA25 edge 121), Cluster_8, 0.026111
rfMRI connectivity (ICA25 edge 136), Cluster_8, 0.029925
rfMRI connectivity (ICA25 edge 200), Cluster_8, 0.030189
rfMRI connectivity (ICA100 edge 27), Cluster_8, 0.025794
rfMRI connectivity (ICA100 edge 72), Cluster_8, 0.024732
rfMRI connectivity (ICA100 edge 143), Cluster_8, 0.025490
rfMRI connectivity (ICA100 edge 149), Cluster_8, 0.025232
rfMRI connectivity (ICA100 edge 208), Cluster_8, 0.025722
rfMRI connectivity (ICA100 edge 227), Cluster_8, 0.026357
rfMRI connectivity (ICA100 edge 516), Cluster_8, 0.027725
rfMRI connectivity (ICA100 edge 528), Cluster_8, 0.026935
rfMRI connectivity (ICA100 edge 569), Cluster_8, 0.025193
rfMRI connectivity (ICA100 edge 590), Cluster_8, 0.024604
rfMRI connectivity (ICA100 edge 605), Cluster_8, 0.029940
rfMRI connectivity (ICA100 edge 650), Cluster_8, 0.028616
rfMRI connectivity (ICA100 edge 652), Cluster_8, 0.027233
rfMRI connectivity (ICA100 edge 662), Cluster_8, 0.027292
rfMRI connectivity (ICA100 edge 666), Cluster_8, 0.026904
rfMRI connectivity (ICA100 edge 747), Cluster_8, 0.024779
rfMRI connectivity (ICA100 edge 777), Cluster_8, 0.029718
rfMRI connectivity (ICA100 edge 966), Cluster_8, 0.028370
rfMRI connectivity (ICA100 edge 968), Cluster_8, 0.026966
rfMRI connectivity (ICA100 edge 978), Cluster_8, 0.027471
rfMRI connectivity (ICA100 edge 982), Cluster_8, 0.026701
rfMRI connectivity (ICA100 edge 1055), Cluster_8, 0.028684
rfMRI connectivity (ICA100 edge 1057), Cluster_8, 0.026669
rfMRI connectivity (ICA100 edge 1067), Cluster_8, 0.027464
rfMRI connectivity (ICA100 edge 1116), Cluster_8, 0.024885
rfMRI connectivity (ICA100 edge 1163), Cluster_8, 0.024886
rfMRI connectivity (ICA100 edge 1385), Cluster_8, 0.024533
rfMRI connectivity (ICA100 edge 1395), Cluster_8, 0.025006
rfMRI connectivity (ICA100 edge 1416), Cluster_8, 0.024289
rfMRI connectivity (ICA100 edge 1424), Cluster_8, 0.025332
rfMRI connectivity (ICA100 edge 1485), Cluster_8, 0.024330
rfMRI connectivity (ICA25 edge 13), Cluster_9, 0.044081
rfMRI connectivity (ICA25 edge 119), Cluster_9, 0.052356
rfMRI connectivity (ICA25 edge 130), Cluster_9, 0.047955
rfMRI connectivity (ICA25 edge 195), Cluster_9, 0.044562
rfMRI connectivity (ICA100 edge 66), Cluster_9, 0.045625
rfMRI connectivity (ICA100 edge 98), Cluster_9, 0.045703
rfMRI connectivity (ICA100 edge 153), Cluster_9, 0.042393
rfMRI connectivity (ICA100 edge 230), Cluster_9, 0.047832
rfMRI connectivity (ICA100 edge 487), Cluster_9, 0.043752
rfMRI connectivity (ICA100 edge 645), Cluster_9, 0.047807
rfMRI connectivity (ICA100 edge 648), Cluster_9, 0.043055
rfMRI connectivity (ICA100 edge 778), Cluster_9, 0.044155
